Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Profit Status,Sales Category
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,340.18,3.00,0.40,-73.71,-21.67,Loss,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,12.67,8.00,0.20,2.69,21.25,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.89,2.00,0.70,-5.05,-73.33,Loss,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,32.54,2.00,0.20,-7.73,-23.75,Loss,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,347.80,7.00,0.30,-24.84,-7.14,Loss,Low Sales
First Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,15.57,3.00,0.70,-11.94,-76.67,Loss,Low Sales
Second Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Labels,4.61,2.00,0.20,1.67,36.25,Profit,Low Sales
Standard Class,Corporate,United States,Garden City,Kansas,67846,Central,Technology,Phones,257.98,2.00,0.00,74.81,29.00,Profit,Low Sales
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,153.78,11.00,0.00,44.60,29.00,Profit,Low Sales
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,61.02,3.00,0.00,0.61,1.00,Profit,Low Sales
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,110.11,7.00,0.00,31.93,29.00,Profit,Low Sales
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.89,1.00,0.00,3.55,45.00,Profit,Low Sales
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,36.02,3.00,0.20,11.71,32.50,Profit,Low Sales
First Class,Corporate,United States,Bloomington,Illinois,61701,Central,Office Supplies,Art,54.34,4.00,0.20,5.43,10.00,Profit,Low Sales
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,92.52,6.00,0.00,24.98,27.00,Profit,Low Sales
Same Day,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Art,10.27,3.00,0.20,1.16,11.25,Profit,Low Sales
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,40.74,3.00,0.00,0.41,1.00,Profit,Low Sales
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Labels,14.40,5.00,0.00,7.06,49.00,Profit,Low Sales
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,149.95,5.00,0.00,41.99,28.00,Profit,Low Sales
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Supplies,16.90,2.00,0.00,5.07,30.00,Profit,Low Sales
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,17.61,3.00,0.00,8.45,48.00,Profit,Low Sales
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,378.00,2.00,0.00,136.08,36.00,Profit,Low Sales
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,17.64,3.00,0.00,8.64,49.00,Profit,Low Sales
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,373.08,6.00,0.00,100.73,27.00,Profit,Low Sales
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,1336.44,14.00,0.00,387.57,29.00,Profit,High Sales
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,29.97,3.00,0.00,0.30,1.00,Profit,Low Sales
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Chairs,390.37,2.00,0.20,48.80,12.50,Profit,Low Sales
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,101.52,5.00,0.20,19.04,18.75,Profit,Low Sales
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,74.35,3.00,0.20,23.24,31.25,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,15.70,5.00,0.00,7.07,45.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,59.52,3.00,0.00,15.48,26.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,34.40,5.00,0.00,15.82,46.00,Profit,Low Sales
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,313.18,2.00,0.40,-120.05,-38.33,Loss,Low Sales
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,866.65,3.00,0.10,173.33,20.00,Profit,High Sales
Same Day,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,795.41,6.00,0.20,59.66,7.50,Profit,High Sales
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,35.86,9.00,0.20,13.00,36.25,Profit,Low Sales
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,23.84,4.00,0.20,3.28,13.75,Profit,Low Sales
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,43.13,1.00,0.00,14.66,34.00,Profit,Low Sales
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,30.87,7.00,0.00,14.20,46.00,Profit,Low Sales
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,70.12,4.00,0.00,21.04,30.00,Profit,Low Sales
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Bookcases,509.96,5.00,0.15,42.00,8.24,Profit,High Sales
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Furnishings,122.91,3.00,0.00,34.41,28.00,Profit,Low Sales
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,97.57,2.00,0.20,-6.10,-6.25,Loss,Low Sales
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,722.35,3.00,0.20,81.26,11.25,Profit,High Sales
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,11.52,5.00,0.20,4.18,36.25,Profit,Low Sales
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,167.84,8.00,0.00,11.75,7.00,Profit,Low Sales
Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Furniture,Tables,172.11,1.00,0.40,-94.66,-55.00,Loss,Low Sales
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,99.98,2.00,0.00,8.00,8.00,Profit,Low Sales
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Phones,156.79,1.00,0.20,17.64,11.25,Profit,Low Sales
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Accessories,35.36,2.00,0.20,-3.09,-8.75,Loss,Low Sales
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Furniture,Furnishings,13.59,1.00,0.20,-0.34,-2.50,Loss,Low Sales
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,386.68,2.00,0.30,-5.52,-1.43,Loss,Low Sales
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,379.96,5.00,0.20,47.50,12.50,Profit,Low Sales
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,539.91,3.00,0.40,-116.98,-21.67,Loss,High Sales
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,41.24,5.00,0.20,13.92,33.75,Profit,Low Sales
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,51.90,1.00,0.70,-41.52,-80.00,Loss,Low Sales
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,552.56,5.00,0.20,-138.14,-25.00,Loss,High Sales
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,23.16,5.00,0.70,-15.44,-66.67,Loss,Low Sales
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,126.08,2.00,0.20,-28.37,-22.50,Loss,Low Sales
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Machines,449.10,3.00,0.70,-643.71,-143.33,Loss,Low Sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,195.10,4.00,0.20,21.95,11.25,Profit,Low Sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,36.67,3.00,0.20,6.42,17.50,Profit,Low Sales
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,85.25,2.00,0.30,-6.09,-7.14,Loss,Low Sales
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,32.71,2.00,0.60,-26.17,-80.00,Loss,Low Sales
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,11.43,3.00,0.00,5.37,47.00,Profit,Low Sales
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,30.44,2.00,0.00,14.92,49.00,Profit,Low Sales
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,12.96,2.00,0.00,6.35,49.00,Profit,Low Sales
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,16.00,4.00,0.00,7.68,48.00,Profit,Low Sales
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Appliances,32.67,3.00,0.00,8.49,26.00,Profit,Low Sales
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Fasteners,4.46,3.00,0.20,-0.95,-21.25,Loss,Low Sales
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,9.35,5.00,0.70,-6.54,-70.00,Loss,Low Sales
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,9.14,3.00,0.20,3.09,33.75,Profit,Low Sales
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,23.14,6.00,0.20,8.39,36.25,Profit,Low Sales
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Art,99.20,5.00,0.00,25.79,26.00,Profit,Low Sales
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,21.36,5.00,0.20,7.21,33.75,Profit,Low Sales
Second Class,Corporate,United States,Covington,Washington,98042,West,Furniture,Furnishings,46.90,5.00,0.00,13.13,28.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,18.72,5.00,0.20,6.55,35.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,236.53,2.00,0.20,-2.96,-1.25,Loss,Low Sales
First Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Labels,18.90,3.00,0.00,8.69,46.00,Profit,Low Sales
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Paper,10.69,2.00,0.20,3.74,35.00,Profit,Low Sales
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Storage,237.10,3.00,0.20,20.75,8.75,Profit,Low Sales
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,5.18,1.00,0.20,1.81,35.00,Profit,Low Sales
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,65.58,2.00,0.20,23.77,36.25,Profit,Low Sales
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,22.20,1.00,0.60,-26.09,-117.50,Loss,Low Sales
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,419.40,5.00,0.20,146.79,35.00,Profit,Low Sales
First Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,88.92,5.00,0.20,14.45,16.25,Profit,Low Sales
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,9.91,3.00,0.20,3.22,32.50,Profit,Low Sales
Second Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Chairs,318.43,5.00,0.30,-77.33,-24.29,Loss,Low Sales
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.80,5.00,0.80,-10.15,-175.00,Loss,Low Sales
Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,1415.76,6.00,0.20,88.49,6.25,Profit,High Sales
Standard Class,Consumer,United States,Bolingbrook,Illinois,60440,Central,Technology,Phones,148.48,2.00,0.20,16.70,11.25,Profit,Low Sales
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,9.25,4.00,0.20,3.12,33.75,Profit,Low Sales
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1036.62,2.00,0.20,51.83,5.00,Profit,High Sales
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,569.64,2.00,0.00,148.11,26.00,Profit,High Sales
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,9.14,1.00,0.00,4.57,50.00,Profit,Low Sales
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,1196.86,7.00,0.00,119.69,10.00,Profit,High Sales
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Bookcases,523.26,9.00,0.00,125.58,24.00,Profit,High Sales
Second Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Copiers,639.97,4.00,0.20,215.99,33.75,Profit,High Sales
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,52.76,2.00,0.00,24.27,46.00,Profit,Low Sales
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,538.92,9.00,0.00,80.84,15.00,Profit,High Sales
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Art,14.88,2.00,0.00,3.72,25.00,Profit,Low Sales
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Paper,34.24,8.00,0.00,15.41,45.00,Profit,Low Sales
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Storage,261.74,2.00,0.00,65.44,25.00,Profit,Low Sales
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,87.84,8.00,0.00,23.72,27.00,Profit,Low Sales
Second Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,34.92,4.00,0.00,11.87,34.00,Profit,Low Sales
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,14.94,3.00,0.00,7.02,47.00,Profit,Low Sales
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,14.56,2.00,0.00,6.26,43.00,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.58,4.00,0.70,-2.86,-80.00,Loss,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,147.18,2.00,0.20,-29.44,-20.00,Loss,Low Sales
First Class,Home Office,United States,Lehi,Utah,84043,West,Technology,Copiers,1499.95,5.00,0.00,449.99,30.00,Profit,High Sales
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,13.57,4.00,0.20,3.22,23.75,Profit,Low Sales
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,2573.82,9.00,0.00,746.41,29.00,Profit,High Sales
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,609.98,2.00,0.00,274.49,45.00,Profit,High Sales
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,5.48,2.00,0.00,1.48,27.00,Profit,Low Sales
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,391.98,2.00,0.00,113.67,29.00,Profit,Low Sales
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,755.96,4.00,0.00,204.11,27.00,Profit,High Sales
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,31.12,4.00,0.00,0.31,1.00,Profit,Low Sales
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,6.54,1.00,0.00,3.01,46.00,Profit,Low Sales
Second Class,Home Office,United States,Huntington Beach,California,92646,West,Office Supplies,Envelopes,12.78,1.00,0.00,5.75,45.00,Profit,Low Sales
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,18.46,4.00,0.20,6.92,37.50,Profit,Low Sales
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,445.80,7.00,0.30,-108.27,-24.29,Loss,Low Sales
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,2.48,1.00,0.00,0.87,35.00,Profit,Low Sales
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Binders,25.90,5.00,0.00,12.69,49.00,Profit,Low Sales
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Office Supplies,Paper,29.90,5.00,0.00,14.65,49.00,Profit,Low Sales
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Technology,Accessories,2249.91,9.00,0.00,517.48,23.00,Profit,High Sales
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Furniture,Tables,1053.16,4.00,0.30,-105.32,-10.00,Loss,High Sales
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,12.96,2.00,0.00,6.22,48.00,Profit,Low Sales
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,106.68,6.00,0.00,33.07,31.00,Profit,Low Sales
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,119.94,6.00,0.00,6.00,5.00,Profit,Low Sales
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.27,3.00,0.20,3.21,31.25,Profit,Low Sales
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,512.19,5.00,0.30,-65.85,-12.86,Loss,High Sales
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,1.56,2.00,0.80,-4.20,-270.00,Loss,Low Sales
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,4.45,2.00,0.20,1.45,32.50,Profit,Low Sales
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,276.69,3.00,0.00,49.80,18.00,Profit,Low Sales
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Fasteners,4.96,4.00,0.00,2.33,47.00,Profit,Low Sales
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Art,71.92,4.00,0.00,20.86,29.00,Profit,Low Sales
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,18.84,3.00,0.00,7.91,42.00,Profit,Low Sales
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Accessories,140.97,3.00,0.00,19.74,14.00,Profit,Low Sales
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,470.38,3.00,0.20,52.92,11.25,Profit,Low Sales
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,6.08,2.00,0.00,2.07,34.00,Profit,Low Sales
Same Day,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,164.79,1.00,0.20,18.54,11.25,Profit,Low Sales
Second Class,Corporate,United States,Atlantic City,New Jersey,8401,East,Office Supplies,Envelopes,23.36,2.00,0.00,11.68,50.00,Profit,Low Sales
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,12.18,4.00,0.80,-18.87,-155.00,Loss,Low Sales
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,46.38,2.00,0.20,5.22,11.25,Profit,Low Sales
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,362.92,2.00,0.00,105.25,29.00,Profit,Low Sales
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,9.25,2.00,0.20,3.35,36.25,Profit,Low Sales
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,1889.95,9.00,0.40,-377.99,-20.00,Loss,High Sales
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,62.04,5.00,0.20,4.65,7.50,Profit,Low Sales
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,396.92,5.00,0.20,148.85,37.50,Profit,Low Sales
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,239.46,7.00,0.20,17.96,7.50,Profit,Low Sales
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,13.12,5.00,0.20,2.13,16.25,Profit,Low Sales
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,29.36,2.00,0.00,13.51,46.00,Profit,Low Sales
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,214.90,5.00,0.00,62.32,29.00,Profit,Low Sales
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,15.92,4.00,0.00,7.48,47.00,Profit,Low Sales
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Accessories,146.45,5.00,0.00,48.33,33.00,Profit,Low Sales
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,15.14,1.00,0.00,0.61,4.00,Profit,Low Sales
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,5.76,2.00,0.00,2.65,46.00,Profit,Low Sales
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Copiers,1399.98,2.00,0.00,629.99,45.00,Profit,High Sales
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.95,2.00,0.70,-7.46,-83.33,Loss,Low Sales
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.86,6.00,0.70,-6.49,-73.33,Loss,Low Sales
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Furniture,Chairs,85.25,2.00,0.30,-1.22,-1.43,Loss,Low Sales
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Envelopes,21.73,7.00,0.20,7.60,35.00,Profit,Low Sales
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,1487.04,5.00,0.20,148.70,10.00,Profit,High Sales
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,71.88,6.00,0.00,33.06,46.00,Profit,Low Sales
Same Day,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,9.24,3.00,0.00,2.96,32.00,Profit,Low Sales
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,35.88,6.00,0.00,16.15,45.00,Profit,Low Sales
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,17.04,3.00,0.20,5.54,32.50,Profit,Low Sales
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,931.18,3.00,0.20,314.27,33.75,Profit,High Sales
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Furnishings,266.35,3.00,0.20,-13.32,-5.00,Loss,Low Sales
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Chairs,483.14,4.00,0.20,54.35,11.25,Profit,Low Sales
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Chairs,196.78,2.00,0.20,-22.14,-11.25,Loss,Low Sales
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Bookcases,231.92,5.00,0.20,5.80,2.50,Profit,Low Sales
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,29.70,3.00,0.00,8.02,27.00,Profit,Low Sales
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,13.59,2.00,0.60,-14.27,-105.00,Loss,Low Sales
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,70.88,2.00,0.00,33.31,47.00,Profit,Low Sales
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,114.29,1.00,0.20,12.86,11.25,Profit,Low Sales
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,36.62,8.00,0.70,-24.42,-66.67,Loss,Low Sales
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Bookcases,242.35,8.00,0.70,-363.53,-150.00,Loss,Low Sales
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,49.62,2.00,0.20,4.96,10.00,Profit,Low Sales
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Furnishings,508.70,6.00,0.20,0.00,0.00,Loss,High Sales
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,57.36,6.00,0.20,-14.34,-25.00,Loss,Low Sales
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,906.68,5.00,0.20,68.00,7.50,Profit,High Sales
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,719.95,6.00,0.20,72.00,10.00,Profit,High Sales
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,755.94,7.00,0.20,66.15,8.75,Profit,High Sales
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,11.98,5.00,0.80,-19.17,-160.00,Loss,Low Sales
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,0.90,1.00,0.80,-1.57,-175.00,Loss,Low Sales
First Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,21.20,3.00,0.60,-11.66,-55.00,Loss,Low Sales
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,34.74,3.00,0.00,17.37,50.00,Profit,Low Sales
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,833.94,6.00,0.00,216.82,26.00,Profit,High Sales
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,12.96,3.00,0.20,4.54,35.00,Profit,Low Sales
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,25.92,4.00,0.00,12.44,48.00,Profit,Low Sales
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Bookcases,349.97,7.00,0.50,-216.98,-62.00,Loss,Low Sales
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,22.32,5.00,0.20,5.30,23.75,Profit,Low Sales
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,158.28,6.00,0.00,72.81,46.00,Profit,Low Sales
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,497.94,3.00,0.00,224.07,45.00,Profit,Low Sales
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,533.94,3.00,0.00,154.84,29.00,Profit,High Sales
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,167.94,3.00,0.00,82.29,49.00,Profit,Low Sales
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Furnishings,31.68,6.00,0.00,9.82,31.00,Profit,Low Sales
First Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Chairs,170.79,1.00,0.30,0.00,0.00,Loss,Low Sales
